url,napoletano,italiano
https://www.napoligrafia.it/musica/testi/aRumbaScugnizze.htm,Cicchignacco 'int'â butteglia5,Cicchignacco nella bottiglia5
https://www.napoligrafia.it/musica/testi/palommaOro.htm,"Quanno è trasuto, è inutile, niente ce puó fà cchiù","Quando è entrato, è inutile, non ci puoi fare più niente"
https://www.napoligrafia.it/musica/testi/quiFuNapoli.htm,d'erba 'e scoglie e de magnà',di erba di scogli e di cibo
https://www.napoligrafia.it/musica/testi/torna.htm,"Dimme chi te trattene, dimme qua' so' 'e ccatene","Dimmi chi ti trattiene, dimmi quali sono le catene"
https://www.napoligrafia.it/musica/testi/ioMammetaTu.htm,d'ascí sulo cu te,di uscire solo con te
https://www.napoligrafia.it/musica/testi/ioNaChitarraLuna.htm,p' 'e vvie sulagne,per le vie solitarie
https://www.napoligrafia.it/musica/testi/poesia.htm,"se po' perdere 'na vita, ma 'st'ammore s'è scetato","si può perdere una vita, ma questo amore si è svegliato"
https://www.napoligrafia.it/musica/testi/aCittaPulecenella.htm,"ca ll'orgoglio 'e chesta gente, se murtifica, ogne ghiuorno, pe' 'na máneca 'e fetiente","che l'orgoglio di questa gente. si mortifica ogni giorno, a causa di un manipolo di delinquenti"
https://www.napoligrafia.it/musica/testi/funiculiFunicula.htm,"Addó, 'sto core 'ngrato, cchiù dispiette","Dove, questo cuore ingrato, più dispetti"
https://www.napoligrafia.it/musica/testi/aMargellina.htm,"ssere 'e 'state, Stelle ch'ascite 'ncielo","sere d'estate, Stelle che uscite in cielo"
https://www.napoligrafia.it/musica/testi/putesseEssereAllero.htm,"E dimme quacchecosa, nun me lascià accussì, 'o viento sta passanno","E dimmi qualche cosa, non mi lasciare così, il vento sta passando"
https://www.napoligrafia.it/musica/testi/ammoreFemmena.htm,E tu saje ridere,E tu sai ridere
https://www.napoligrafia.it/musica/testi/aCasciaforte.htm,che mi ricorda la meglio etá! Pa-ra-pa-ra-pa-ra-ppa-rá,che mi ricorda la meglio età! Pe-re-pe-re-pe-re-ppe-ré
https://www.napoligrafia.it/musica/testi/nunSiaMaje.htm,"E comme, comme, io sulo aggi' 'a murì? Ma nun mm' 'o ddì","E come, come, io solo devo morire? Ma non me lo dire"
https://www.napoligrafia.it/musica/testi/nuBarcone.htm,'Na cammisa 'e tela 'e lino,Una camicia di lino
https://www.napoligrafia.it/musica/testi/tammurriataAutunno.htm,"Povero ammore mio, nun tène","Povero amore mio, non ha"
https://www.napoligrafia.it/musica/testi/facitelaSunna.htm,parlato,parlato
https://www.napoligrafia.it/musica/testi/aFurastera.htm,"addiruso, suonno d' 'e 'nnammurate 'e tutt' 'e mise, miéttece 'nfaccia 'o rrusso 'e chesti rrose","profumato, sogno degli innamorati di tutti i mesi, mettile in viso il rosso di queste rose"
https://www.napoligrafia.it/musica/testi/chiariLuna.htm,quattrini,quattrini
https://www.napoligrafia.it/musica/testi/llurdemaTarantella.htm,te siente 'e tremmá,ti senti tremare
https://www.napoligrafia.it/musica/testi/cavalluccioEmare.htm,"Io credo ancora, cavalluccio 'e mare, portame furtuna, portame ll'ammore","Io credo ancora, cavalluccio marino, portami fortuna, portami l'amore"
https://www.napoligrafia.it/musica/testi/aPizza.htm,Io te purtaje,Ti ho portata
https://www.napoligrafia.it/musica/testi/caravanPetrol.htm,"""Comme sî bello, a cavallo a 'stu camello",Come sei bello. a cavallo di questo cammello
https://www.napoligrafia.it/musica/testi/mmeNeVoglioJiNzuraNgoppAntignano.htm,"'ncopp'Antignano, mme voglio jì a piglià 'na ciardenèra","ad Antignano, voglio andare a prendermi una giardiniera"
https://www.napoligrafia.it/musica/testi/malafemmena.htm,Ma Dio nun t' 'o pperdona,Ma Dio non te lo perdona
https://www.napoligrafia.it/musica/testi/eBonaseraAmmore.htm,"""Giuro ca nun te lasso manco quanno moro""","""Giuro che non ti lascio nemmeno se muoio"""
https://www.napoligrafia.it/musica/testi/aNuvena.htm,Ma nun era overo: 'o zampugnaro,Ma non era vero: lo zampognaro
https://www.napoligrafia.it/musica/testi/nemica.htm,e nun 'o ddico pe t' 'o rrinfaccià,e non lo dico per rinfacciartelo
https://www.napoligrafia.it/musica/testi/scalinatella.htm,saglie,sali
https://www.napoligrafia.it/musica/testi/ammoreGuaglione.htm,tant'anne arreto senza fá maje niente,tanti anni fa senza fare mai niente
https://www.napoligrafia.it/musica/testi/camminaCammina.htm,So' sulo tre anne,Sono solo tre anni
https://www.napoligrafia.it/musica/testi/videNapule.htm,"'E marenare pescano, 'na vela ianca sciulia","I marinai pescano, una vela bianca scivola"
https://www.napoligrafia.it/musica/testi/vommeroMargellina.htm,chitarre e manduline,chitarre e mandolini
https://www.napoligrafia.it/musica/testi/giaccaRossa.htm,"Torna, core 'e 'stu core, pe 'n'ata vota ancora","Torna, cuore di questo cuore, ancora un'altra volta"
https://www.napoligrafia.it/musica/testi/bellavista.htm,Ricurdateve 'e spaghette,Ricordatevi gli spaghetti
https://www.napoligrafia.it/musica/testi/nuPocoSentimento.htm,e mme songo partuta a matutino,e sono partita di mattina
https://www.napoligrafia.it/musica/testi/lunaRossa.htm,"E i' chiammo 'o nomme pe te vedé, ma, tutt' 'a gente ca parla 'e te, risponne: ""E' tarde che vuó sapé? Cca nun ce sta nisciuna""","E io dico il nome per vederti, ma, tutta la gente che parla di te, risponde: ""E' tardi cosa vuoi sapere? qua non c'è nessuna"""
https://www.napoligrafia.it/musica/testi/lunaNova.htm,Dorme e suspira 'stu,Dorme e sospira questo
https://www.napoligrafia.it/musica/testi/ariettaMalinconica.htm,"dint'ê nuttate belle, dint'ê nuttate 'e luna","nelle nottate belle, nelle nottate di luna"
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,lo rre d'ammore,il re dell'amore
https://www.napoligrafia.it/musica/testi/nunApenzoProprioCchiu.htm,si fa pure 'nfamità,anche se fa cattiverie
https://www.napoligrafia.it/musica/testi/quannoStajeCuMme.htm,'na vela già scumpare,una vela già scompare
https://www.napoligrafia.it/musica/testi/stradaNfosa.htm,"tu vuó restà, ma te ne vaje? Pecché","Tu vuoi rimanere, ma te ne vai? Perchè"
https://www.napoligrafia.it/musica/testi/oSurdatoNnammurato.htm,Scrive sempe e stà,Scrivi sempre che sei
https://www.napoligrafia.it/musica/testi/oMafiuso.htm,Chisto è 'o sisco d' 'a,Questo è il fischio della
https://www.napoligrafia.it/musica/testi/giuramento.htm,"Si tu saje ca nun è overo, levammella da 'o penziero","Se tu sai che non è vero, toglimela dalla mente"
https://www.napoligrafia.it/musica/testi/aPrimmaNnammurata.htm,"Ajere, pe Tuleto, mme",Ieri per Toledo mi
https://www.napoligrafia.it/musica/testi/malinconicoAutunno.htm,Cu 'o viento se ne vanno,Con il vento se ne vanno
https://www.napoligrafia.it/musica/testi/senzaNomme.htm,"Canto ma nun t'annòmmeno, nun voglio dicere chi sî","Canto ma non ti nomino, non voglio dire chi sei"
https://www.napoligrafia.it/musica/testi/aSigaretta.htm,"Guaglione comm'ero, lle dette tutt' 'o core","Ragazzo com'ero, le ho dato tutto il cuore"
https://www.napoligrafia.it/musica/testi/commeSeCantaNapule.htm,"E Napule chest'è, chesto po' dá","E Napoli questo è, questo può dare"
https://www.napoligrafia.it/musica/testi/tuVuoFaAmericano.htm,stemma arreto,stemma dietro
https://www.napoligrafia.it/musica/testi/putesseEssereAllero.htm,senza me fà sunnà,senza farmi sognare
https://www.napoligrafia.it/musica/testi/benedittoMeseAusto.htm,ch'addeventa faccia tosta,"Non per il caldo, no: è per il gusto"
https://www.napoligrafia.it/musica/testi/coreSpezzato.htm,"primmo ammore? E comme puó saglí 'ncopp'a ll'altare? 'O vvi' ca io sto' murenno 'e gelusia, mentre sona pe te ll'Ave Maria? Poveru core mio, core spezzato, ca t'ha vuluto bene","del primo amore? E come puoi salire sull'altare? Lo vedi che sto morendo di gelosia, mentre suona per te l'Ave Maria? Povero cuore mio, cuore spezzato, che ti ha voluto bene"
https://www.napoligrafia.it/musica/testi/eAllora.htm,"""Scioffer, pensione Flora""",Trovai ancora il taxi
https://www.napoligrafia.it/musica/testi/malepenziero.htm,Nun è overo ch'è busciarda,Non è vero che è bugiarda
https://www.napoligrafia.it/musica/testi/pupazzetti.htm,"E io rummanette triste e abbandunato, mme guardavo 'nu vapore","E io rimasi triste e abbandonato, mi guardavo una nave"
https://www.napoligrafia.it/musica/testi/treParole.htm,A tutt' 'a gente ca ce sape,A tutta la gente che ci
https://www.napoligrafia.it/musica/testi/nunGiura.htm,"Nun parlà, nun parlà, nun parlà","Non parlare, non parlare, non parlare"
https://www.napoligrafia.it/musica/testi/oNnammuratoMio.htm,"cu chi aggio fatto 'ammore e va vedenno, e passa pe vicino e va 'nzurdanno, 'a 'n'anno e miezo chesto va facenno","con chi sono stata e guarda, passa vicino e disturba, da un anno e mezzo questo sta facendo"
https://www.napoligrafia.it/musica/testi/aSigaretta.htm,Core mio nun 'a dammo,Cuore mio non diamole
https://www.napoligrafia.it/musica/testi/fantasia_FrungilloNicolo.htm,tu tiene 'sta faccia. Pecché,hai questa faccia. Perché
https://www.napoligrafia.it/musica/testi/lassammoceMari.htm,"Che pòzzo fá? Lassámmoce accussí, si nun mme saje cchiù dí","Che posso fare? lasciamoci così, se non sai più dirmi"
https://www.napoligrafia.it/musica/testi/malavicina.htm,E mille so' 'e dispiette,E mille sono i dispetti
https://www.napoligrafia.it/musica/testi/mandulinataLuna.htm,"'E stelle volano, e ll'onne 'e Frisio, stanotte cántano","Le stelle volano, e le onde di Frisio, stanotte cantano"
https://www.napoligrafia.it/musica/testi/sciosciaPopolo.htm,Chi 'a po' stutà? Scióscia popolo,Chi la può spegnere? Soffia popolo
https://www.napoligrafia.it/musica/testi/oGuappoNnammurato.htm,Mme tratte comme fosse,Mi tratti come se fossi un
https://www.napoligrafia.it/musica/testi/chitarrataAmmore.htm,"sulamente, mm' 'o dà cu 'nu mussillo amaro e astrinto",soltanto. me lo dà con la bocca amara e stretta
https://www.napoligrafia.it/musica/testi/scapricciatiello.htm,"Jett' 'o curtiello, nun fà 'o smaniuso, si no tu vaje 'ngalèra e 'a bionda sposa","Butta il coltello, non fare l'esagitato, se no tu vai in galera e la bionda si sposa"
https://www.napoligrafia.it/musica/testi/tarantellaVase.htm,"E dimme, quanta vase se so' date","E dimmi, quanti baci si sono dati"
https://www.napoligrafia.it/musica/testi/vocaEvaPiscato.htm,'stu cielo scuro,questo cielo scuro
https://www.napoligrafia.it/musica/testi/ahMatalena.htm,"compare, 'o sposo comme fa quanno se 'nzóra","compare, lo sposo come fa quando si sposa"
https://www.napoligrafia.it/musica/testi/mandulinataBlu.htm,dint' 'a chist'uocchie blu,in questi occhi blu
https://www.napoligrafia.it/musica/testi/treFeneste.htm,"pure 'a rossa dice: ""Embè, si ritorna pure chillo, mme ll'astrégno 'mpiett'a me""","anche la rossa dice: ""Embè, se torna anche quello, me lo stringo al petto"""
https://www.napoligrafia.it/musica/testi/cuMme.htm,Senza guardà,Senza guardare
https://www.napoligrafia.it/musica/testi/pigliatilloPigliatillo.htm,la felicità,la felicità
https://www.napoligrafia.it/musica/testi/martellacore.htm,"Cuperta 'e raso, comm'ire bella 'ncopp'ô lietto 'e sposa","Coperta di raso, com'eri bella sul letto da sposa"
https://www.napoligrafia.it/musica/testi/durmi.htm,è bello 'o suonno accussì,è bello il sonno così
https://www.napoligrafia.it/musica/testi/malepenziero.htm,"Io t'accumpagno, oje core, 'n'ata sera, ma 'e te che ne sarrá? 'E nuje che ne sarrá? Si nun se sbaglia 'stu malepenziero, ca nun mme fá cchiù campá, dimmello comm'aggi' 'a fá? Io t'accumpagno, oje core, 'n'ata sera, ma 'e te che ne sarrá? 'E nuje che ne sarrá? Si nun se sbaglia 'stu malepenziero, ca nun mme fá cchiù campá, dimmello comm'aggi' 'a fá? Vatténne, vatténne, malepenziero","Io ti accompagno, o cuore, un'altra sera, ma di te che ne sarà? Di noi che ne sarà? Se non si sbaglia questo cattivo pensiero, che non mi fa più vivere, dimmelo come devo fare? Io ti accompagno, o cuore, un'latra sera, ma di te che ne sarà? Di noi che ne sarà? Se non si sbaglia questo cattivo pensiero, che non mi fa più vivere, dimmi come devo fare? Vattene, vattene, cattivo pensiero"
https://www.napoligrafia.it/musica/testi/poveroGuappo.htm,"Sciore 'e granato, i' tanno sto' buonissimo in salute, quanno sto' dduje o tre anne carcerato","Fiore di melograno, io allora sto benissimo di salute, quando sto due o tre anni carcerato"
https://www.napoligrafia.it/musica/testi/oGuardamachine.htm,"Pecché a guardà ci vuole l'abitudine, ce vo' ll'applicazione e ll'esperienza, che a forza 'e mme guardá Capre e Pusilleco, io songo addeventato 'n'arco 'e scienza","Perché a guardare ci vuole abitudine, ci vuole applicazione ed esperienza, che a forza di guardare Capri e Posillipo, sono diventato un pozzo di scienza"
https://www.napoligrafia.it/musica/testi/aLuntananza.htm,nisciuno 'e ppo' cuntà,nessuno le può contare
https://www.napoligrafia.it/musica/testi/passaBandiera.htm,"Passa 'a bandiera, svèntola e va, cuntenta e allèra","Passa la bandiera, sventola e va, contenta e allegra"
https://www.napoligrafia.it/musica/testi/suspiranno.htm,"E 'nu suspiro mio ch' 'a vasa 'nfronte, arape 'a vocca e ce se 'mpizza dinto","E un mio sospiro che la bacia in fronte, apre la bocca e ci si butta dentro"
https://www.napoligrafia.it/musica/testi/nunMeSceta.htm,Comm'ô paggio cantatore,Come al paggio cantante
https://www.napoligrafia.it/musica/testi/nunApenzoProprioCchiu.htm,"Mo s'è fatta santarella, se va spisso a cunfessà","Ora è diventata santa, va spesso a confessarsi"
https://www.napoligrafia.it/musica/testi/stuVinoCheTeFa.htm,"Ormaje, cu tico, ho fatto punto e basta","Ormai, con te, ho messo un punto e basta"
https://www.napoligrafia.it/musica/testi/aNfrascata.htm,Ce manca 'na cuperta arricamata,Ci manca la coperta ricamata
https://www.napoligrafia.it/musica/testi/canzonaAmirosa.htm,Te voglio tantu bene e nun capisco,Ti voglio tanto bene e non capisco
https://www.napoligrafia.it/musica/testi/scalinatella.htm,"Addó mme ne vogl'jì, t' 'o","Dove voglio andare, te lo"
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,"cchiù peccare, voglio amare, voglio stà","più peccare, voglio amare, voglio stare"
https://www.napoligrafia.it/musica/testi/poveroGuappo.htm,"Facitece trasì sempe pe dinto, 'na mamma vecchia vecchia e cummuventa","Fateci stare sempre dentro, una mamma vecchia vecchia e commovente"
https://www.napoligrafia.it/musica/testi/agata.htm,"Mo mme faccio 'o sulitario, guardo in cielo e penzo a te","Ora mi faccio un solitario, guardo in cielo e penso a te"
https://www.napoligrafia.it/musica/testi/cuMme.htm,e t' 'e piglie pe te 'mparà,e te le prendi per imparare
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,Se vedèttero accussì,Si videro così
https://www.napoligrafia.it/musica/testi/aRisa.htm,Redite e ghiammo ja',"Ridete e andiamo, dai"
https://www.napoligrafia.it/musica/testi/attentiAlleDonne.htm,e si puó concludere,e si può concludere
https://www.napoligrafia.it/musica/testi/serenataNapulitana_MuroloTagliaferri.htm,pe te vedé,per vederti
https://www.napoligrafia.it/musica/testi/stuVinoCheTeFa.htm,Lacrema 'e Cristo3,Lacrima di Cristo3
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,'o liupardo pazzeà,il leopardo giocare
https://www.napoligrafia.it/musica/testi/attentiAlleDonne.htm,"Tuccá è difficile, baciá è impossibile","Toccare è difficile, baciare è impossibile"
https://www.napoligrafia.it/musica/testi/aLunaMare.htm,sentette,sentì
https://www.napoligrafia.it/musica/testi/esta.htm,"Va buó, nun dá retta","Vabbè, non ci pensare"
https://www.napoligrafia.it/musica/testi/quannoTramontaSole.htm,"Te veco, cu 'na rosa","Ti vedo, con una rosa"
https://www.napoligrafia.it/musica/testi/naBruna.htm,Venètte da tanto luntano,Venne da tanto lontano
https://www.napoligrafia.it/musica/testi/vommeroMargellina.htm,"'o cielo è cchiù celeste""","Io dico: ""Il mare di Napoli"
https://www.napoligrafia.it/musica/testi/amalia.htm,Che disdetta ca i' tengo a,Che sfortuna che ho in
https://www.napoligrafia.it/musica/testi/mmAggiaCura.htm,'A gente dice che è meglio a campà,La gente dice che è meglio vivere
https://www.napoligrafia.it/musica/testi/eQuatteMaggio.htm,Mettitece 'a si-loca,"Metteteci il ""fittasi"""
https://www.napoligrafia.it/musica/testi/loGuarracino.htm,Muorze e pizzeche a,Morsi e pizzicotti a
https://www.napoligrafia.it/musica/testi/napule.htm,"Si te desidero, tu sî d' 'a mia","Se ti desidero, tu sei mia"
https://www.napoligrafia.it/musica/testi/suonneSunnate.htm,quanta vase ca ce simmo date 'nfronte,quanti baci ci siamo dati in fronte
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,"Guardavano le ppecore, guardavano le ppecore 'e Pasture","Guardavano le pecore, guardavano le pecore i pastori"
https://www.napoligrafia.it/musica/testi/campagnataNapulitana.htm,'Ncigna 'a vótte 'o princepale,Incomincia la botte il principale
https://www.napoligrafia.it/musica/testi/dicitencelloVuje.htm,Dicitencello a 'sta,Diteglielo a questa vostra
https://www.napoligrafia.it/musica/testi/maCheGuaglione.htm,e pure è tanto doce e fà campà,eppure è tanto dolce e fa vivere
https://www.napoligrafia.it/musica/testi/rusellaMaggio.htm,"comm'a 'na radio, p' 'o munno, 'sta bella voce spanne","come una radio, per il mondo, questa bella voce diffonde"
https://www.napoligrafia.it/musica/testi/poveraSanta.htm,E' 'nu presentimento,E' un presentimento
https://www.napoligrafia.it/musica/testi/bellavista.htm,"Bellavista, io tengo appena diece figlie e basta","Bellavista, ho appena dieci figli e basta"
https://www.napoligrafia.it/musica/testi/benedittoMeseAusto.htm,"mé', cantammo tutte quante: Quanno vène 'o mese 'austo",Perdonate la faccia tosta. Quando arriva il mese di. agosto
https://www.napoligrafia.it/musica/testi/primmaSicondaTerza.htm,"Ma 'o juorno appriesso, nèh che fa? Mme lassa","Ma il giorno dopo, neh cosa fa? Mi lascia"
https://www.napoligrafia.it/musica/testi/tEpiaciuta.htm,"Caro Giovanni, mo che ce vuó fa? Se riflettevi, se bene puntavi, tutte 'sti guaje","Caro Giovanni, ora cosa ci vuoi fare? Se riflettevi, se bene puntavi, tutti questi guai"
https://www.napoligrafia.it/musica/testi/mammaAddoSta.htm,"E ghiammo, e nun chiagnite, alleramente","E andiamo, e non piangete, allegramente"
https://www.napoligrafia.it/musica/testi/ahMatalena.htm,"Mme pigliaje 'nu zambaglione, pe fá 'o sposo proprio buono","Presi uno zabaione, per fare lo sposo proprio bene"
https://www.napoligrafia.it/musica/testi/carmelaMia.htm,"Carmè', Carmè'","Carmela, Carmela"
https://www.napoligrafia.it/musica/testi/maggioSiTu.htm,sempe amata,sempre amata
https://www.napoligrafia.it/musica/testi/quantoBonaFigliaVosta.htm,"Prufumata, janca e rossa, mi delizia cu 'na mossa","Profumata, bianca e rossa, mi delizia con un movimento"
https://www.napoligrafia.it/musica/testi/mandulinataSurriento.htm,Mandulinata a chi sposa,Mandolinata a chi si sposa
https://www.napoligrafia.it/musica/testi/carmela_DeCurtis.htm,'Nu vasciello venette 'a,Un vascello venne da
https://www.napoligrafia.it/musica/testi/oSuspiro.htm,Si mámmeta t'ha fatto cu,Se tua mamma ti ha fatto
https://www.napoligrafia.it/musica/testi/naSeraMaggio.htm,"E tremmanno mme giuraste, cu 'na mano 'ncopp'ô core: ""Nun se scorda 'o primmo ammore""","E tremando mi giurasti, con una mano sul cuore: ""Non si dimentica il primo amore"""
https://www.napoligrafia.it/musica/testi/ombraSiTu.htm,"Si pe capriccio, si pe","Se per capriccio, se per"
https://www.napoligrafia.it/musica/testi/misterNapule.htm,Core e anema se cunzolano,Cuore e anima se allietano
https://www.napoligrafia.it/musica/testi/seChiammaMistero.htm,Tu mme giurave ammore,e non pensavi a me
https://www.napoligrafia.it/musica/testi/nnammuratella.htm,"Screvettemo dduje nomme 'ncopp'a 'n'albero, era 'e dummeneca, cantava 'o mare, redeva 'o sole, scenneva d' 'o cielo","Scrivemmo due nomi su un albero, era domenica, cantava 'o mare, rideva il sole, scendeva dal cielo"
https://www.napoligrafia.it/musica/testi/llurdemaTarantella.htm,pecché surtant'io,perchè solo io
https://www.napoligrafia.it/musica/testi/ammoreAmmore.htm,nisciuno 'e ppuò spezzà,nessuno le può spezzare
https://www.napoligrafia.it/musica/testi/ioMeNaddono.htm,Pecché me vuò lassà? Io moro senza 'e te,Perché mi vuoi lasciare? Io muoio senza di te
https://www.napoligrafia.it/musica/testi/carcioffola.htm,e piglia e se n'esce,prende ed esce
https://www.napoligrafia.it/musica/testi/giuvanneCuChitarra.htm,"Pe ciento lire canta ""Anema e core"", pe cincuciento fa ll'americano: s'arrangia a 'mpapucchià ""Johnny Guitar""","Per cento lire canta ""Anema e core"", per cinquecento fa l'americano: si arrangia a imitare ""Johnny Guitar"""
https://www.napoligrafia.it/musica/testi/pulecenella.htm,"Eccomi qua, Napule amata, Napule bella","Eccomi qua, Napoli amata, Napoli bella"
https://www.napoligrafia.it/musica/testi/aFuntanella.htm,"Nun me 'mporta. Si tu sì cuntenta, pazzià vogl'i' pure 'nu poco","Non m'importa. Se tu sei contenta, vorrei giocare un po' anche io"
https://www.napoligrafia.it/musica/testi/eZampugnare.htm,"A Napule, cumpá', si se","A Napoli, compare, se si"
https://www.napoligrafia.it/musica/testi/lassammoce.htm,Ma che t' 'o dico a fà,Ma cosa te lo dico a fare
https://www.napoligrafia.it/musica/testi/mammaMiaCheVoSape.htm,"E te chiammo e schiara juorno, ma è pe ll'ate 'stu chiarore, tengo 'a notte dint'ô core","ma è per gli altri questo chiarore, ho la notte nel cuore. e non posso riposare"
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,'O liupardo pazzeà,Il leopardo giocare
https://www.napoligrafia.it/musica/testi/niniTirabuscio.htm,Dai il tuo cuore 'ncopp'â,Dai il tuo cuore sulla
https://www.napoligrafia.it/musica/testi/catari.htm,"Mo 'nu cielo celeste, mo 'n'aria cupa e nera","Ora un cielo celeste, ora un'aria cupa e nera"
https://www.napoligrafia.it/musica/testi/tammurriataAutunno.htm,"Ah, quanto t'odio e quanto mme sî caro","Ah, quanto ti odio e quanto mi sei caro"
https://www.napoligrafia.it/musica/testi/vintiquattore.htm,Quanno 'sti ppene meje tutte lle conto,Quando queste pene mie tutte le racconto
https://www.napoligrafia.it/musica/testi/teStoAspettanno.htm,'mmiez'â via,sere per strada
https://www.napoligrafia.it/musica/testi/palcoscenico.htm,"Acqua fresca, chi s' 'a véve""","Acqua fresca, chi la beve"""
https://www.napoligrafia.it/musica/testi/canzonaMarinaresca.htm,"cumpagne, è bello 'o mare","compagni, è bello il mare"
https://www.napoligrafia.it/musica/testi/tuSiNaCosaGrande.htm,Tu sî 'na cosa grande,Tu sei una cosa grande per
https://www.napoligrafia.it/musica/testi/notteNcantata.htm,Dimane che ne sarrà 'e me,Domani che ne sarà di me
https://www.napoligrafia.it/musica/testi/poveruCore.htm,è stato,successo
https://www.napoligrafia.it/musica/testi/commBellaStagione.htm,"Comm'è bella 'a stagione, quanno vide a 'na pappona, fresca fresca, a passiggiá","Com'è bella l'estate, quando vedi una ragazza prosperosa, fresca fresca, che passeggia"
https://www.napoligrafia.it/musica/testi/calamitaOro.htm,e sulo 'a vocca toja po' dá ristoro,e solo la tua bocca può dare ristoro
https://www.napoligrafia.it/musica/testi/loPrimmammore.htm,pe te potè parlà,per poterti parlare
https://www.napoligrafia.it/musica/testi/maggioSiTu.htm,"'Stu ffuoco dint'ê vvéne, è fuoco 'e giuventù","Questo fuoco nelle vene, è fuoco di gioventù"
https://www.napoligrafia.it/musica/testi/senzaVarca.htm,Tu chi sî? Sî straniero a,Chi sei? Sei straniero per
https://www.napoligrafia.it/musica/testi/eDenare.htm,"Ma nisciuno seriamente, penza a chello ca ce vo'","Ma nessuno seriamente, pensa a quello che è necessario"
https://www.napoligrafia.it/musica/testi/mandulinoEsantaLucia.htm,"Bella straniera, ca me staje vicino","Bella straniera, che mi stai vicino"
https://www.napoligrafia.it/musica/testi/llurdemoBicchiere.htm,Ammore te saluto,Amore ti saluto
https://www.napoligrafia.it/musica/testi/aZingara.htm,ca stanno 'ncap'a te,che hai in testa
https://www.napoligrafia.it/musica/testi/santaLucia.htm,Vuje che facite,Voi che fate
https://www.napoligrafia.it/musica/testi/lassammoce.htm,Dicimmo a chisti core,Diciamo a questi cuori
https://www.napoligrafia.it/musica/testi/malincunia.htm,e maje nun passa 'o desiderio 'e te,e mai non passa il desiderio di te
https://www.napoligrafia.it/musica/testi/semplicita.htm,e cchiù te voglio bene,e di più ti voglio bene
https://www.napoligrafia.it/musica/testi/ciccioFormaggio.htm,Ma tutt' 'o bbene,Ma tutto il bene
https://www.napoligrafia.it/musica/testi/aSirena.htm,Voca voca! 'A 'í cca,Rema rema! eccola
https://www.napoligrafia.it/musica/testi/bella.htm,"Tenevo 'na passione e m'ha lassato, tenevo 'na speranza e s'è perduta","Avevo una passione e mi ha lasciato, avevo una speranza e si è perduta"
https://www.napoligrafia.it/musica/testi/oSurdatoNnammurato.htm,ca tenerte sempe a fianco a me,niente voglio e niente spero
https://www.napoligrafia.it/musica/testi/lavannare.htm,Sceréa 'st'anema toja 'nguzzuta e nera,Strofina quest'anima tua pungente e nera
https://www.napoligrafia.it/musica/testi/senzaMammaNnammurata.htm,Sperduto comm'ê cane,Sperduto come i cani per
https://www.napoligrafia.it/musica/testi/nuPocoSentimento.htm,"Marìtemo chessà, nun mme sape piglià","Mio marito che ne sa, non mi sa prendere"
https://www.napoligrafia.it/musica/testi/camminaCammina.htm,"""Si venesse mo, fosse cchiù cuntento, tanto io parlo e nisciuno me sente","""Se arrivasse ora, sarei più contento, tanto io parlo e nessuno mi ascolta"
https://www.napoligrafia.it/musica/testi/suspirannoMonAmour.htm,"Tu t'avvicine suspiranno: ""Mon amour""","Tu ti avvicini sospirando: ""Mon amour"""
https://www.napoligrafia.it/musica/testi/lavannare.htm,"'Sti bbracce, dint'â scumma d' 'o ssapone, mme fanno cunzumá da 'a passione","Queste braccia, nella schiuma del sapone, mi fanno consumare dalla passione"
https://www.napoligrafia.it/musica/testi/donCarluccio.htm,O sarrá 'st'asprinia 'Averza3,Sarà quest'asprinio di
https://www.napoligrafia.it/musica/testi/aTrummettaVicaria.htm,"E dint'a 'n'attimo, 'st'ammore serio","E in un attimo, quest'amore serio"
https://www.napoligrafia.it/musica/testi/eSpinguleFrancese.htm,"'A tengo 'a 'nnammurata e sta ô paese""","Ce l'ho la fidanzata e sta al paese"""
https://www.napoligrafia.it/musica/testi/cientoStrade.htm,"Pe sunnà, pe campà, pe mmurì","Per sognare, per vivere, per morire"
https://www.napoligrafia.it/musica/testi/lavannare.htm,"T'aggio menato 'nzino ddoje viole, ripasso e 'e ttrovo 'nterra tale e quale? Lavannarè","Ti buttato sul petto due viole, ripasso e le trovo per terra come prima? Lavandaia"
https://www.napoligrafia.it/musica/testi/accussi.htm,"trascina 'nfunno, comm'a 'na varca a mare, senza rimme","trascina a fondo, come una barca in mare, senza remi"
https://www.napoligrafia.it/musica/testi/mmeChiammeAmmore.htm,"sònname, nun te scetà","sognami, non ti svegliare"
https://www.napoligrafia.it/musica/testi/campagnolaVesuviana.htm,sola,.
https://www.napoligrafia.it/musica/testi/nunSoGeluso.htm,"Chillu pède, ch'è tantillo, se fermavano a guardà","Quel piede, che è piccolo così, si fermavano a guardare"
https://www.napoligrafia.it/musica/testi/bongiornoAmmore.htm,pare felicitá,sembra felicità
